game_title,user_review_count,critic_review_count,developer,platforms,platform_count,Avg_Rank,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,metascore,Difficulty_Easy,Difficulty_Just_Right,Difficulty_Simple,Difficulty_Tough,Difficulty_Unforgiving,Play Time_<_1_Hour,Play Time_>=_80_Hours,Play Time_~1_Hour,Play Time_~12_Hours,Play Time_~2_Hours,Play Time_~20_Hours,Play Time_~4_Hours,Play Time_~40_Hours,Play Time_~60_Hours,Play Time_~8_Hours,Completion_Beat_It,Completion_Conquered_It,Completion_Halfway,Completion_Played_It,Completion_Tried_It,vader_sentiment_mean,textblob_sentiment_mean,hf_sentiment_mean,global_user_score_mean,user_score_mean,composite_sentiment_correlation_user_mean,composite_sentiment_correlation_global_mean,composite_sentiment_confidence_mean,composite_sentiment_adaptive_mean
etrian odyssey untold: the millennium girl,103.0,41.0,Atlus,3ds,1.0,6518.0,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80,3.21,25.88,0.62,63.77,6.52,0.2,43.34,0.2,3.18,0.4,1.99,0.8,13.32,36.18,0.4,36.75,12.04,18.5,26.25,6.46,0.751,0.074,0.051,8.3,8.077,0.282,0.25,0.287,0.345
euro truck simulator 2,1802.0,18.0,SCS Software,pc,1.0,9372.0,2012,Action,SCS Software,0.0,0.12,0.0,0.02,0.1399999999999999,79,29.28,60.12,4.67,4.36,1.56,0.0,63.53,1.18,5.88,0.0,7.65,1.18,6.47,12.35,1.76,22.93,11.73,18.93,40.27,6.13,0.662,0.133,0.493,8.6,8.6,0.43,0.416,0.418,0.507
eve online,322.0,22.0,CCP,pc,1.0,7308.0,2003,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.21,69,0.98,11.76,1.96,50.0,35.29,5.41,81.08,0.0,0.0,0.0,0.0,0.0,8.11,2.7,2.7,10.14,4.83,9.66,48.79,26.57,0.428,0.026,-0.587,6.7,4.061,-0.064,-0.101,-0.093,-0.161
everquest online adventures,5.0,22.0,Sony Online Entertainment,playstation-2,1.0,4541.0,2003,Role-Playing,Sony,0.21,0.16,0.0,0.05,0.42,74,5.26,57.89,0.0,21.05,15.79,0.0,81.82,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,14.29,11.9,9.52,38.1,26.19,0.965,0.169,-0.981,3.4,10.0,0.013,-0.058,0.039,-0.002
everquest online adventures: frontiers,5.0,16.0,Sony Online Entertainment,playstation-2,1.0,7991.0,2003,Role-Playing,Sony,0.09,0.07,0.0,0.02,0.18,77,7.14,28.57,7.14,42.86,14.29,8.33,83.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,33.33,14.81,14.81,33.33,3.7,0.743,-0.3,0.947,3.6,10.0,0.477,0.466,0.518,0.683
evil dead: regeneration,12.0,34.0,Cranky Pants Games,"pc, playstation-2, xbox",3.0,9516.0,2005,Action,THQ,0.16,0.1,0.0,0.03,0.29,66,19.44,66.67,2.78,6.94,4.17,0.0,2.38,0.0,38.1,2.38,19.05,2.38,2.38,0.0,33.33,35.48,26.45,6.45,16.13,15.48,0.512,-0.004,0.673,8.367,8.167,0.402,0.398,0.461,0.767
evil genius,107.0,51.0,Elixir Studios,pc,1.0,15915.0,2004,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.01,75,3.19,61.7,0.0,32.98,2.13,0.0,9.3,0.0,9.3,2.33,18.6,0.0,46.51,13.95,0.0,17.59,20.6,18.59,31.66,11.56,0.198,-0.059,-0.092,8.4,6.615,0.011,-0.001,0.021,0.068
evolution worlds,8.0,20.0,Sting,gamecube,1.0,11574.0,2002,Role-Playing,Ubisoft,0.06,0.02,0.0,0.0,0.08,63,17.14,65.71,2.86,12.38,1.9,0.0,17.74,0.0,3.23,1.61,14.52,1.61,40.32,19.35,1.61,24.58,18.75,16.25,20.83,19.58,0.916,0.242,0.999,7.8,9.0,0.727,0.718,0.753,0.889
evolve,962.0,46.0,Turtle Rock Studios,"playstation-4, xbox-one, pc",3.0,4491.0,2015,Shooter,Take-Two Interactive,0.78,0.71,0.05,0.22,1.76,76,2.24,36.57,4.48,53.73,2.99,6.67,20.0,1.67,8.33,8.33,11.67,6.67,23.33,8.33,5.0,31.15,6.01,11.48,37.16,14.21,0.395,-0.024,-0.434,4.568,5.53,-0.036,-0.067,-0.049,-0.069
excite truck,34.0,57.0,Monster Games Inc.,wii,1.0,3698.0,2006,Racing,Nintendo,0.4,0.03,0.08,0.04,0.55,72,12.06,72.86,3.02,12.06,0.0,0.0,1.61,0.0,37.1,1.61,28.23,8.06,10.48,0.81,12.1,35.74,19.15,6.81,23.19,15.11,0.562,0.102,0.629,7.9,6.714,0.437,0.431,0.433,0.579
excitebots: trick racing,17.0,29.0,Monster Games Inc.,wii,1.0,6259.0,2009,Racing,Nintendo,0.26,0.0,0.0,0.02,0.28,77,7.48,58.88,1.87,29.91,1.87,1.61,3.23,0.0,37.1,1.61,29.03,6.45,9.68,0.0,11.29,32.89,10.22,9.33,28.0,19.56,0.976,0.012,-0.958,7.4,5.0,-0.026,-0.099,0.016,0.018
extermination,21.0,19.0,Deep Space,playstation-2,1.0,3651.0,2001,Action,Sony,0.21,0.16,0.12,0.05,0.54,67,6.78,51.69,0.0,40.68,0.85,0.0,1.49,0.0,34.33,0.0,22.39,10.45,4.48,0.0,26.87,30.34,19.66,8.12,24.36,17.52,0.258,0.121,0.66,8.4,8.5,0.357,0.366,0.362,0.463
eyepet,12.0,35.0,SCEE London Studio,playstation-3,1.0,4197.5,2009,Simulation,Sony,0.37,0.6900000000000001,0.04,0.18,1.28,70,37.5,22.92,35.42,4.17,0.0,0.0,0.0,0.0,20.0,6.67,53.33,13.33,6.67,0.0,0.0,10.62,11.5,8.85,41.59,27.43,-0.976,-0.109,-0.941,5.9,10.0,-0.682,-0.667,-0.689,-0.913
f-zero gx,245.0,50.0,Amusement Vision,gamecube,1.0,3103.0,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.66,89,0.29,8.81,0.1,46.47,44.34,0.6,19.88,0.8,7.83,0.2,17.67,2.61,33.53,13.45,3.41,30.55,17.2,11.83,27.73,12.7,0.649,0.104,0.312,8.7,8.6,0.352,0.333,0.363,0.446
f-zero: gp legend,32.0,31.0,Suzak,game-boy-advance,1.0,8643.0,2003,Racing,Nintendo,0.11,0.04,0.0,0.0,0.15,77,4.42,54.14,1.1,33.7,6.63,0.0,2.91,0.0,19.42,2.91,48.54,5.83,12.62,1.94,5.83,27.22,23.42,7.91,27.53,13.92,0.769,0.063,0.266,8.4,8.4,0.361,0.334,0.428,0.609
f-zero: maximum velocity,41.0,19.0,Nd Cube,game-boy-advance,1.0,2002.0,2001,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86,1.94,20.0,0.28,61.94,15.83,1.33,5.33,0.67,16.0,7.33,41.33,8.67,6.67,2.0,10.67,20.15,14.7,8.03,36.21,20.91,0.613,-0.015,0.664,7.7,7.0,0.428,0.418,0.415,0.628
f.e.a.r. 2: project origin,112.0,68.0,Monolith Productions,"playstation-3, xbox-360, pc",3.0,6601.67,2009,Shooter,Warner Bros. Interactive Entertainment,0.52,0.41,0.01,0.14,1.08,77,12.98,77.29,1.47,7.67,0.59,0.0,0.0,0.38,49.43,0.0,10.27,3.04,0.38,0.38,36.12,55.96,17.98,4.4,8.99,12.66,0.022,0.042,0.015,7.603,7.394,0.026,0.026,0.047,0.048
f.e.a.r. 3,174.0,71.0,Day 1 Studios,"playstation-3, xbox-360, pc",3.0,5771.67,2011,Shooter,Warner Bros. Interactive Entertainment,0.5499999999999999,0.36,0.02,0.14,1.0699999999999998,75,15.87,72.22,2.38,9.13,0.4,0.0,0.0,0.0,25.13,0.0,9.23,16.92,1.54,1.03,46.15,57.61,16.03,4.08,8.97,13.32,0.108,0.022,-0.033,6.636,7.124,0.03,0.024,0.038,0.049
f.e.a.r. files,17.0,43.0,Day 1 Studios,xbox-360,1.0,11172.0,2007,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09,66,1.25,76.25,2.5,17.5,2.5,0.0,1.79,0.0,42.86,0.0,23.21,10.71,5.36,0.0,16.07,51.56,10.94,5.73,10.94,20.83,0.714,0.062,-0.274,7.8,7.667,0.151,0.111,0.13,0.129
f.e.a.r. perseus mandate,149.0,27.0,TimeGate Studios,pc,1.0,16245.0,2007,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,61,7.6,73.1,1.17,17.54,0.58,0.0,1.45,0.0,21.74,0.0,5.8,22.46,1.45,0.72,46.38,52.06,27.72,1.87,5.62,12.73,0.132,0.107,-0.323,7.1,6.9,-0.038,-0.052,-0.053,-0.115
f1 2001,16.0,13.0,EA Sports,"pc, playstation-2",2.0,10586.0,2001,Racing,Electronic Arts,0.12,0.0699999999999999,0.0,0.02,0.21,83,5.26,52.63,0.0,10.53,31.58,3.33,46.67,0.0,6.67,0.0,10.0,6.67,13.33,13.33,0.0,23.21,35.71,1.79,17.86,21.43,0.883,0.072,0.992,7.8,2.0,0.659,0.648,0.653,0.909
f1 2002,42.0,11.0,EA Sports,"pc, playstation-2, gamecube",3.0,13241.33,2002,Racing,Electronic Arts,0.08,0.06,0.02,0.01,0.17,88,8.33,19.44,0.0,38.89,33.33,0.0,50.0,0.0,3.57,0.0,7.14,3.57,14.29,17.86,3.57,32.61,26.09,6.52,17.39,17.39,0.649,0.18,-0.286,7.75,7.833,0.164,0.128,0.131,0.189
f1 2009,13.0,29.0,Sumo Digital,"wii, psp",2.0,3075.0,2009,Racing,Codemasters,0.2299999999999999,0.92,0.0,0.27,1.42,69,4.17,29.17,0.0,45.83,20.83,0.0,21.05,5.26,10.53,0.0,0.0,10.53,31.58,15.79,5.26,29.41,11.76,3.92,23.53,31.37,0.414,0.032,0.219,6.5,7.167,0.221,0.208,0.187,0.257
f1 2010,110.0,46.0,Codemasters Birmingham,"playstation-3, xbox-360, pc",3.0,5516.33,2010,Racing,Codemasters,0.43,1.4,0.09,0.38,2.3,84,9.88,60.49,0.0,22.22,7.41,2.38,19.05,0.0,16.67,0.0,19.05,0.0,38.1,4.76,0.0,31.51,12.33,11.64,23.29,21.23,0.726,0.11,-0.01,7.567,7.28,0.264,0.232,0.266,0.311
f1 2011,66.0,61.0,Codemasters,"playstation-3, xbox-360, pc, 3ds, playstation-vita",5.0,5959.6,2011,Racing,Codemasters,0.33,1.57,0.13,0.43,2.4600000000000004,84,9.23,47.69,1.54,32.31,9.23,2.78,8.33,0.0,11.11,0.0,30.56,2.78,27.78,13.89,2.78,31.25,17.5,12.5,28.75,10.0,0.554,0.068,-0.19,7.161,7.258,0.131,0.101,0.121,0.123
f1 2012,76.0,42.0,Codemasters,"playstation-3, xbox-360, pc",3.0,4937.67,2012,Racing,Codemasters,0.23,1.1,0.05,0.3399999999999999,1.7200000000000002,84,13.46,42.31,1.92,34.62,7.69,8.33,16.67,0.0,12.5,0.0,29.17,4.17,16.67,12.5,0.0,27.94,13.24,13.24,36.76,8.82,0.628,0.092,0.091,7.334,6.936,0.263,0.238,0.271,0.325
f1 2015,63.0,46.0,Codemasters,"playstation-4, xbox-one, pc",3.0,7754.0,2015,Racing,Codemasters,0.1699999999999999,0.63,0.03,0.11,0.94,65,3.7,51.85,0.0,18.52,25.93,5.88,23.53,0.0,23.53,0.0,11.76,0.0,23.53,5.88,5.88,40.0,20.0,10.0,26.67,3.33,0.221,-0.019,-0.475,5.15,5.13,-0.105,-0.13,-0.138,-0.207
f1 race stars,31.0,33.0,Codemasters,"playstation-3, xbox-360, pc, wii-u",4.0,8839.0,2012,Racing,Codemasters,0.13,0.41,0.0,0.11,0.65,64,18.92,51.35,13.51,13.51,2.7,0.0,0.0,0.0,20.0,0.0,40.0,0.0,40.0,0.0,0.0,23.21,7.14,16.07,33.93,19.64,0.704,0.019,-0.055,5.884,5.903,0.211,0.177,0.21,0.282
fable ii,884.0,95.0,Lionhead Studios,xbox-360,1.0,260.0,2008,Role-Playing,Microsoft,2.51,1.27,0.11,0.41,4.3,89,33.3,53.68,8.16,4.43,0.42,0.19,10.17,0.0,12.14,0.06,29.31,1.02,36.55,7.25,3.31,42.24,22.31,2.88,15.53,17.04,0.727,0.259,0.742,7.9,8.56,0.58,0.573,0.6,0.686
fable iii,786.0,88.0,Lionhead Studios,"xbox-360, pc",2.0,2946.5,2010,Role-Playing,Microsoft,3.68,1.28,0.05,0.43,5.44,80,35.65,48.38,11.12,4.7,0.16,0.45,8.24,0.3,14.85,0.15,30.88,1.34,29.84,8.02,5.94,45.47,21.94,7.6,12.36,12.61,0.356,-0.018,-0.247,6.15,5.602,0.02,-0.004,-0.006,-0.014
fable: the journey,94.0,70.0,Lionhead Studios,xbox-360,1.0,6043.0,2012,Role-Playing,Microsoft,0.18,0.09,0.0,0.02,0.29,61,16.0,44.0,16.0,20.0,4.0,8.33,8.33,0.0,12.5,4.17,41.67,0.0,8.33,8.33,8.33,26.13,9.01,12.61,25.23,27.03,0.531,0.101,0.069,4.9,6.737,0.227,0.206,0.218,0.233
fable: the lost chapters,734.0,54.0,Lionhead Studios,"pc, wii-u",2.0,11946.0,2005,Role-Playing,Microsoft,0.01,0.05,0.0,0.01,0.07,83,23.28,65.01,3.1,7.81,0.81,0.37,9.63,0.0,11.11,0.0,29.63,0.56,35.93,8.33,4.44,39.18,34.76,3.63,11.74,10.69,0.731,0.139,0.52,8.6,8.442,0.464,0.447,0.465,0.591
fairy fencer f,56.0,31.0,Compile Heart,"playstation-3, pc",2.0,7539.0,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.21,65,25.7,63.45,7.63,2.81,0.4,1.16,12.21,0.0,2.33,0.0,12.21,0.58,52.91,18.6,0.0,42.99,21.97,7.96,20.7,6.37,0.513,0.023,-0.052,7.653,6.647,0.153,0.128,0.144,0.168
fairytale fights,13.0,47.0,The Game Factory,"playstation-3, xbox-360",2.0,8281.5,2009,Action,Playlogic Game Factory,0.25,0.06,0.0,0.03,0.3399999999999999,51,13.51,35.14,18.92,32.43,0.0,0.0,10.0,0.0,30.0,0.0,40.0,10.0,0.0,0.0,10.0,18.48,6.52,16.3,26.09,32.61,0.252,-0.047,-0.423,4.243,3.571,-0.085,-0.11,-0.147,-0.215
fallout 3,2071.0,84.0,Bethesda Game Studios,"playstation-3, xbox-360, pc",3.0,871.33,2008,Role-Playing,Bethesda Softworks,5.56,3.11,0.16,1.11,9.94,93,8.17,70.58,1.36,18.91,0.99,0.3,53.25,0.17,2.37,0.34,7.19,0.39,15.71,19.37,0.9,32.83,26.54,4.06,19.64,16.93,0.496,0.084,0.137,8.038,8.094,0.235,0.217,0.225,0.271
fallout 4,6882.0,59.0,Bethesda Game Studios,"playstation-4, xbox-one, pc, playstation-5, xbox-series-x",5.0,676.67,2015,Role-Playing,Bethesda Softworks,5.42,5.04,0.25,1.57,12.28,87,13.7,71.47,2.7,11.36,0.77,0.55,70.99,0.07,1.51,0.21,3.09,0.31,9.67,13.31,0.31,37.74,24.79,17.28,16.93,3.25,0.418,0.04,-0.098,6.383,6.732,0.111,0.09,0.094,0.105
fallout: brotherhood of steel,24.0,33.0,Interplay,"playstation-2, xbox",2.0,12603.0,2004,Role-Playing,Avalon Interactive,0.07,0.04,0.0,0.01,0.12,66,13.33,58.67,5.33,21.33,1.33,0.0,4.55,0.0,27.27,2.27,50.0,2.27,11.36,0.0,2.27,32.65,14.29,7.48,29.25,16.33,0.0,-0.13,-0.661,5.2,5.333,-0.278,-0.299,-0.3,-0.348
fallout: new vegas,1812.0,81.0,Obsidian Entertainment,"playstation-3, xbox-360, pc",3.0,821.33,2010,Role-Playing,Bethesda Softworks,4.75,2.5900000000000003,0.14,0.94,8.42,84,8.04,70.57,1.02,19.28,1.09,0.26,53.79,0.18,2.19,0.22,6.43,0.44,14.79,20.88,0.83,34.32,25.61,12.84,14.52,12.71,0.569,0.142,0.275,8.538,8.759,0.326,0.31,0.329,0.374
family guy,28.0,35.0,High Voltage Software,"playstation-2, xbox, psp",3.0,7717.0,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.1999999999999999,50,23.61,51.39,6.94,15.28,2.78,2.44,2.44,2.44,41.46,7.32,12.2,12.2,0.0,0.0,19.51,31.03,26.44,6.9,18.97,16.67,0.507,0.032,0.263,6.659,7.059,0.266,0.251,0.245,0.31
family guy: back to the multiverse,64.0,28.0,Heavy Iron Studios,"playstation-3, xbox-360, pc",3.0,6372.5,2012,Action,Activision,0.26,0.21,0.0,0.07,0.54,39,21.74,56.52,10.87,10.87,0.0,4.17,0.0,8.33,20.83,0.0,33.33,0.0,4.17,0.0,29.17,48.61,13.89,11.11,15.28,11.11,0.56,-0.013,-0.32,5.215,5.63,0.06,0.025,0.039,0.048
fantastic 4,7.0,46.0,7 Studios,"pc, playstation-2, xbox, gamecube",4.0,5749.67,2005,Action,Activision,0.8,0.12,0.0,0.09,1.01,62,14.04,80.9,2.25,2.25,0.56,0.0,0.68,0.0,15.75,2.05,48.63,0.0,19.18,9.59,4.11,23.91,50.87,4.35,10.0,10.87,-0.089,-0.144,-0.039,5.883,4.667,-0.089,-0.089,-0.129,-0.034
fantastic four: rise of the silver surfer,13.0,30.0,Visual Concepts,"wii, playstation-3, xbox-360, ds, playstation-2",5.0,10097.4,2007,Action,Take-Two Interactive,0.49,0.19,0.0,0.08,0.7599999999999999,45,42.86,28.57,10.71,10.71,7.14,0.0,0.0,0.0,35.29,0.0,11.76,5.88,5.88,0.0,41.18,30.77,16.67,5.13,16.67,30.77,-0.37,-0.291,-0.999,5.2,1.667,-0.568,-0.586,-0.623,-0.673
fantasy life,290.0,51.0,Level 5,3ds,1.0,1808.0,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,73,15.9,75.46,2.59,5.5,0.55,0.35,71.12,0.17,1.79,0.29,4.03,0.4,8.24,12.74,0.86,45.65,16.94,17.83,17.77,1.81,0.756,0.061,0.176,8.4,8.333,0.324,0.295,0.319,0.412
far cry,1217.0,72.0,Crytek,"pc, wii-u, ios-iphoneipad",3.0,13252.0,2004,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89,2.01,32.66,0.34,56.11,8.88,0.0,2.99,0.75,27.18,0.0,52.37,1.25,7.23,0.75,7.48,41.47,18.63,9.58,16.95,13.37,0.262,0.003,0.172,7.8,7.514,0.146,0.139,0.17,0.228
far cry 2,373.0,75.0,Ubisoft Montreal,"playstation-3, xbox-360, pc",3.0,2205.33,2008,Action,Ubisoft,1.15,1.84,0.03,0.48,3.5,85,6.11,51.39,1.11,36.67,4.72,0.0,8.75,0.0,10.0,0.63,22.5,0.63,43.75,11.88,1.88,20.8,8.05,9.76,32.19,29.2,0.065,-0.002,-0.277,6.381,6.424,-0.079,-0.09,-0.085,-0.12
far cry 3,5838.0,43.0,Ubisoft Montreal,"playstation-3, xbox-360, playstation-4, pc",4.0,983.67,2012,Shooter,Ubisoft,2.47,3.72,0.12,1.14,7.449999999999999,88,13.71,77.93,1.09,6.81,0.45,0.0,4.69,0.12,8.02,0.12,31.6,0.74,46.67,6.17,1.85,46.98,27.83,10.71,11.76,2.71,0.39,0.149,0.409,8.342,8.383,0.318,0.315,0.335,0.401
far cry 4,2954.0,83.0,Ubisoft Montreal,"playstation-4, xbox-one, pc",3.0,1630.8,2014,Shooter,Ubisoft,2.8400000000000003,4.45,0.19,1.18,8.660000000000002,85,11.19,79.07,1.35,7.77,0.62,0.48,6.81,0.32,4.28,0.16,17.27,0.16,53.72,15.69,1.11,37.97,27.46,14.14,16.71,3.72,0.405,0.11,0.295,7.479,7.691,0.27,0.262,0.276,0.334
far cry instincts predator,42.0,46.0,Ubisoft Montreal,xbox-360,1.0,6717.0,2006,Shooter,Ubisoft,0.2,0.03,0.0,0.02,0.25,78,7.21,51.35,0.9,35.14,5.41,3.45,3.45,0.0,17.24,0.0,44.83,1.72,12.07,1.72,15.52,28.06,12.84,6.87,27.76,24.48,0.33,0.082,-0.26,6.6,5.909,0.039,0.018,0.023,0.005
farming simulator 2013,10.0,17.0,Giants Software,"playstation-3, xbox-360, pc, playstation-vita",4.0,5223.67,2012,Simulation,Focus Home Interactive,0.22,1.03,0.02,0.25,1.52,40,45.83,41.67,8.33,4.17,0.0,0.0,18.18,0.0,27.27,0.0,18.18,9.09,18.18,0.0,9.09,21.88,18.75,12.5,34.38,12.5,0.733,0.042,0.007,6.837,6.579,0.25,0.217,0.241,0.312
fatal frame,116.0,22.0,Tecmo,playstation-2,1.0,10842.5,2001,Action,Wanadoo,0.11,0.0699999999999999,0.0,0.02,0.1999999999999999,74,3.62,54.67,0.19,36.95,4.57,0.0,2.88,0.0,29.39,0.86,36.02,3.46,5.19,0.29,21.9,39.64,20.5,8.83,16.3,14.72,-0.079,0.0,-0.028,8.3,7.632,-0.035,-0.032,-0.036,-0.037
fatal frame ii: crimson butterfly,145.0,40.0,Tecmo,playstation-2,1.0,8545.0,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,81,8.26,66.07,0.45,22.99,2.23,0.0,4.01,0.0,22.84,1.23,39.2,3.4,12.96,2.16,14.2,44.3,22.21,6.41,13.54,13.54,-0.088,0.039,0.228,8.7,8.433,0.066,0.077,0.089,0.109
fatal frame iii: the tormented,101.0,46.0,Tecmo,playstation-2,1.0,11410.0,2005,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78,3.58,65.56,0.0,28.65,2.2,0.0,4.23,0.0,20.38,0.38,46.15,3.08,17.31,1.92,6.54,41.26,23.2,7.49,14.83,13.22,0.387,0.078,0.164,8.8,8.625,0.208,0.196,0.224,0.259
fatal frame: maiden of black water,291.0,60.0,Koei Tecmo Games,"playstation-4, xbox-one, pc, playstation-5, xbox-series-x, wii-u, nintendo-switch",7.0,10074.0,2014,Action,Nintendo,0.0,0.03,0.08,0.0,0.11,67,10.43,75.46,3.68,9.82,0.61,1.89,6.6,0.94,13.21,0.0,37.74,1.89,33.96,2.83,0.94,40.28,16.59,13.27,20.38,9.48,0.191,0.045,-0.007,7.056,7.211,0.073,0.065,0.063,0.069
fear effect 2: retro helix,32.0,15.0,Kronos Digital Entertainment,playstation,1.0,8048.0,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84,1.46,47.45,0.0,41.61,9.49,0.0,4.71,0.0,32.94,1.18,32.94,1.18,10.59,0.0,16.47,34.81,20.37,5.56,18.52,20.74,0.212,0.163,0.002,6.9,4.5,0.121,0.114,0.118,0.028
fear factor: unleashed,0.0,15.0,DC Studios,game-boy-advance,1.0,9268.0,2004,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30,36.84,26.32,26.32,10.53,0.0,40.0,0.0,6.67,13.33,6.67,0.0,33.33,0.0,0.0,0.0,47.83,8.7,4.35,17.39,21.74,0.966,0.157,-0.925,8.0,8.0,0.03,-0.039,0.077,0.05
ferrari challenge trofeo pirelli,15.0,37.0,Eutechnyx,"wii, playstation-3, ds, playstation-2",4.0,11718.0,2008,Racing,System 3,0.06,0.08,0.0,0.03,0.17,71,5.41,54.05,0.0,35.14,5.41,0.0,8.33,0.0,8.33,0.0,58.33,8.33,8.33,0.0,8.33,14.44,7.78,7.78,37.78,32.22,0.223,0.006,-0.572,4.95,4.5,-0.131,-0.158,-0.143,-0.214
field commander,28.0,53.0,Mind Control Software,psp,1.0,8569.0,2006,Strategy,Sony,0.14,0.0,0.0,0.01,0.15,77,13.79,51.72,0.0,31.03,3.45,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,10.0,10.0,17.05,10.23,12.5,23.86,36.36,0.391,0.15,-0.015,7.8,7.0,0.168,0.152,0.114,0.128
fifa 06: road to fifa world cup,27.0,39.0,EA Canada,"xbox-360, pc, ds, playstation-2, xbox, gamecube",6.0,8725.0,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,80,15.25,69.49,0.0,13.56,1.69,0.0,23.53,0.0,5.88,0.0,17.65,5.88,20.59,20.59,5.88,30.0,8.33,5.83,32.5,23.33,0.795,0.247,0.946,6.95,8.25,0.671,0.666,0.684,0.808
fifa 14,563.0,41.0,EA Canada,"playstation-3, xbox-360, playstation-4, xbox-one, pc, playstation-vita",6.0,3255.33,2013,Sports,Electronic Arts,2.84,11.14,0.2,2.98,17.16,84,10.4,71.1,2.89,11.56,4.05,3.74,28.97,0.93,9.35,0.93,9.35,0.0,31.78,12.15,2.8,32.41,18.18,12.25,30.43,6.72,0.315,-0.02,-0.448,5.057,4.042,-0.065,-0.094,-0.089,-0.126
fifa 15,1193.0,47.0,EA Sports,"playstation-3, xbox-360, playstation-4, xbox-one, pc, playstation-vita",6.0,2129.38,2014,Sports,Electronic Arts,3.2,12.4,0.13,3.29,19.020000000000003,82,10.14,71.5,6.28,9.18,2.9,4.59,44.95,0.92,3.67,0.92,11.01,2.75,21.1,8.26,1.83,33.1,14.63,9.06,36.93,6.27,0.268,-0.024,-0.44,4.991,4.436,-0.079,-0.105,-0.115,-0.151
fifa 16,564.0,45.0,EA Sports,"xbox-360, playstation-4, xbox-one, pc",4.0,2042.0,2015,Sports,Electronic Arts,2.98,11.29,0.11,2.05,16.43,84,9.43,74.84,5.66,8.18,1.89,2.13,55.32,2.13,4.26,1.06,12.77,3.19,11.7,7.45,0.0,37.44,14.29,11.33,31.03,5.91,0.229,-0.06,-0.55,4.42,3.61,-0.142,-0.17,-0.178,-0.217
fifa 17,418.0,51.0,EA Vancouver,"xbox-360, playstation-4, xbox-one, pc",4.0,5527.6,2016,Sports,Electronic Arts,0.5,5.48,0.0699999999999999,0.85,6.9,84,12.78,75.19,2.26,8.27,1.5,2.5,40.0,0.0,10.0,0.0,16.25,1.25,20.0,8.75,1.25,39.38,13.13,10.63,31.25,5.63,0.244,0.016,-0.224,4.955,4.479,0.003,-0.014,-0.021,-0.044
fifa soccer 09,72.0,51.0,EA Canada,"wii, playstation-3, xbox-360, pc, ds, playstation-2, psp",7.0,3810.17,2008,Sports,Electronic Arts,1.7,4.02,0.08,2.86,8.66,87,14.29,75.0,7.14,3.57,0.0,0.0,28.57,2.86,11.43,2.86,11.43,5.71,31.43,2.86,2.86,20.31,10.77,4.62,38.46,25.85,0.594,0.075,0.139,6.952,7.64,0.264,0.241,0.226,0.268
fifa soccer 10,134.0,63.0,EA Sports,"wii, playstation-3, xbox-360, pc, ds, playstation-2, psp",7.0,3222.71,2009,Sports,Electronic Arts,1.94,6.23,0.07,2.49,10.73,90,13.99,67.83,5.59,12.59,0.0,4.29,34.29,1.43,10.0,0.0,8.57,5.71,22.86,7.14,5.71,26.16,10.9,7.9,32.15,22.89,0.646,0.136,0.064,7.135,7.275,0.273,0.247,0.266,0.317
fifa soccer 11,198.0,66.0,EA Sports,"wii, playstation-3, xbox-360, pc, ds, psp",6.0,2541.57,2010,Sports,Electronic Arts,1.94,8.01,0.09,2.51,12.55,88,13.92,65.46,6.19,13.92,0.52,3.13,35.42,0.0,12.5,1.04,10.42,1.04,20.83,12.5,3.13,29.94,11.58,10.73,35.59,12.15,0.572,0.089,0.059,7.702,7.525,0.233,0.209,0.231,0.286
fifa soccer 13,534.0,48.0,Electronic Arts,"wii, playstation-3, xbox-360, pc, wii-u, 3ds, playstation-vita, psp",8.0,3415.88,2012,Action,Electronic Arts,2.64,10.25,0.23,3.03,16.150000000000002,90,14.21,64.21,5.26,14.21,2.11,2.38,48.81,0.0,11.9,0.0,5.95,1.19,16.67,11.9,1.19,29.79,16.78,13.36,34.25,5.82,0.354,0.014,-0.347,5.942,4.819,-0.006,-0.032,-0.024,-0.06
