GVID,GameID,Year,Genre,Publisher,developer,Total_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,user_review_count,critic_review_count
271,271,2015,Shooter,Take-Two Interactive,Iron Galaxy Studios,1.26,0.6,0.45,0.03,0.18,641,49
272,272,2014,Shooter,Take-Two Interactive,2K Australia,1.7100000000000002,0.8200000000000001,0.63,0.06,0.2,1084,55
273,273,2012,Adventure,Daedalic,Amanita Design,0.02,0.0,0.02,0.0,0.0,409,38
274,274,2014,Role-Playing,Focus Home Interactive,Spiders,0.2,0.07,0.09,0.0,0.04,442,42
275,275,2009,Platform,Number None,Number None Inc.,0.03,0.0,0.02,0.0,0.01,333,57
276,276,2005,Puzzle,Nintendo,Nintendo,15.3,3.44,5.36,5.32,1.18,17,37
277,277,2012,Puzzle,Nintendo,Nintendo,0.0999999999999999,0.09,0.0,0.0,0.01,25,21
278,278,2004,Misc,THQ,Blitz Games,1.14,0.74,0.33,0.0,0.07,9,7
279,279,2015,Role-Playing,Nintendo,Silicon Studio,0.48,0.16,0.11,0.18,0.03,217,71
280,280,2004,Adventure,Electronic Arts,Namco,0.12,0.09,0.03,0.0,0.0,23,62
281,281,2001,Role-Playing,Ubisoft,Capcom,0.21,0.11,0.04,0.06,0.0,36,17
282,282,2002,Role-Playing,Capcom,Capcom,0.18,0.09,0.07,0.0,0.02,41,28
283,283,2011,Shooter,Bethesda Softworks,Splash Damage,1.96,0.94,0.76,0.02,0.24,413,85
284,284,2002,Misc,THQ,Metro Graphics,0.45,0.27,0.15,0.0,0.03,12,20
285,285,2015,Adventure,Revolution Software,Revolution Software,0.0799999999999999,0.0,0.0699999999999999,0.0,0.01,178,39
286,286,2002,Adventure,BAM! Entertainment,Revolution Software,0.06,0.04,0.02,0.0,0.0,28,17
287,287,2003,Adventure,THQ,Revolution Software,0.01,0.01,0.0,0.0,0.0,116,32
288,288,2006,Shooter,Ubisoft,Ubisoft Shanghai,0.4599999999999999,0.23,0.14,0.0,0.09,17,19
289,289,2008,Shooter,Ubisoft,Gearbox Software,0.12,0.11,0.0,0.0,0.01,4,13
290,290,2005,Shooter,Ubisoft,Gearbox Software,0.7599999999999999,0.61,0.08,0.0,0.0699999999999999,15,41
291,291,2008,Shooter,Ubisoft,Gearbox Software,1.82,0.91,0.67,0.0,0.24,73,65
292,292,2005,Shooter,Ubisoft,Gearbox Software,1.1,0.87,0.15,0.0,0.08,28,64
293,293,2015,Adventure,505 Games,Starbreeze,0.1699999999999999,0.06,0.09,0.0,0.02,461,56
294,294,2002,Fighting,Universal Interactive,Ronin Entertainment,0.31,0.23,0.07,0.0,0.01,10,24
295,295,2009,Action,Electronic Arts,Double Fine Productions,1.93,1.16,0.55,0.0,0.22,191,88
296,296,2003,Shooter,Microsoft,Digital Anvil,0.8400000000000001,0.62,0.18,0.01,0.03,32,45
297,297,2002,Action,Electronic Arts,The Collective,0.24,0.18,0.05,0.0,0.01,25,30
298,298,2003,Action,Vivendi Games,Eurocom,0.33,0.1999999999999999,0.11,0.0,0.02,22,27
299,299,2008,Simulation,Game Factory,Neko Entertainment,0.37,0.34,0.0,0.0,0.03,0,11
300,300,2003,Fighting,505 Games,Taito Corporation,0.0999999999999999,0.05,0.04,0.0,0.01,15,28
301,301,2006,Shooter,Atari,Cavia Inc.,0.11,0.07,0.01,0.02,0.01,41,59
302,302,2011,Shooter,Electronic Arts,Epic Games,1.7,0.91,0.5900000000000001,0.02,0.18,521,83
303,303,2006,Action,Take-Two Interactive,Rockstar Vancouver,0.94,0.75,0.03,0.04,0.12,802,69
304,304,2008,Action,Take-Two Interactive,Mad Doc Software,1.61,0.7000000000000001,0.71,0.03,0.1699999999999999,305,56
305,305,2002,Racing,Acclaim Entertainment,Criterion Games,1.2400000000000002,0.72,0.4,0.0,0.12,52,31
306,306,2004,Racing,Electronic Arts,Criterion Games,3.99,2.07,1.54,0.0,0.38,229,76
307,307,2007,Racing,Electronic Arts,Criterion Games,0.47,0.02,0.38,0.01,0.06,49,44
308,308,2005,Racing,Electronic Arts,Criterion Games,1.03,0.85,0.08,0.0,0.0999999999999999,91,53
309,309,2008,Racing,Electronic Arts,Criterion Games,3.34,1.64,1.22,0.03,0.4499999999999999,263,68
310,310,2005,Racing,Electronic Arts,Criterion Games,1.93,1.49,0.27,0.0,0.1699999999999999,65,65
311,311,2007,Puzzle,505 Games,Happy Happening,0.15,0.13,0.01,0.0,0.01,0,20
312,312,2011,Puzzle,Square,Arika,0.3199999999999999,0.08,0.15,0.06,0.03,14,30
313,313,2008,Misc,Sony,Relentless Software,0.87,0.2,0.44,0.0,0.23,0,31
314,314,2008,Misc,Sony,Relentless Software,0.9,0.28,0.48,0.0,0.14,16,48
315,315,2009,Misc,Sony,Relentless Software,0.94,0.16,0.58,0.0,0.2,20,33
316,316,2007,Misc,Sony,Relentless Software,0.78,0.17,0.0,0.0,0.61,5,22
317,317,2007,Misc,Sony,Relentless Software,0.88,0.32,0.06,0.0,0.5,14,24
318,318,2009,Action,Ubisoft,Velez & Dubail,0.08,0.05,0.02,0.0,0.01,4,38
319,319,2002,Sports,Activision,Sand Grain Studios,1.51,0.77,0.56,0.0,0.18,0,7
320,320,2010,Sports,Activision,Activision,1.36,1.19,0.07,0.0,0.1,4,7
321,321,2005,Adventure,Take-Two Interactive,Headfirst Productions,0.06,0.05,0.01,0.0,0.0,26,51
322,322,2005,Shooter,Activision,Infinity Ward,2.08,1.81,0.1,0.01,0.16,468,65
323,323,2005,Shooter,Activision,Treyarch,4.11,2.39,1.39,0.01,0.32,33,46
324,324,2006,Shooter,Activision,Treyarch,7.56,4.17,2.43,0.05,0.91,285,71
325,325,2007,Shooter,Activision,Infinity Ward,18.26,9.97,5.819999999999999,0.42,2.05,1889,70
326,326,2014,Shooter,Activision,Sledgehammer Games,21.89,10.44,8.18,0.34,2.93,1137,53
327,327,2010,Shooter,Activision,Treyarch,31.04,17.59,9.5,0.59,3.36,2193,89
328,328,2012,Shooter,Activision,Treyarch,29.73,14.08,11.05,0.72,3.88,3039,73
329,329,2004,Shooter,Activision,Spark Unlimited,4.5,2.6,1.6,0.01,0.29,29,55
330,330,2013,Shooter,Activision,Infinity Ward,27.37,14.92,9.05,0.48,2.92,2031,49
331,331,2009,Shooter,Activision,Infinity Ward,25.1,13.52,8.11,0.46,3.01,2299,100
332,332,2011,Shooter,Activision,Sledgehammer Games,30.840000000000003,15.58,11.29,0.62,3.35,9190,81
333,333,2008,Shooter,Activision,Treyarch,15.88,9.3,4.75,0.0,1.83,752,84
334,334,2007,Shooter,Ubisoft,Techland,0.18,0.14,0.03,0.0,0.01,66,37
335,335,2009,Shooter,Ubisoft,Techland,1.5399999999999998,0.6499999999999999,0.65,0.01,0.23,94,77
336,336,2011,Shooter,Ubisoft,Techland,0.6900000000000001,0.31,0.29,0.0,0.09,132,62
337,337,2009,Adventure,Konami Digital Entertainment,Hudson Entertainment,0.12,0.07,0.04,0.0,0.01,20,28
338,338,2005,Misc,Capcom,Digital Eclipse,0.65,0.33,0.2,0.05,0.0699999999999999,8,30
339,339,2006,Misc,Capcom,Klein Computer Entertainment,0.32,0.26,0.0,0.03,0.03,12,27
340,340,2006,Misc,Capcom,Digital Eclipse,0.3,0.27,0.0,0.0,0.03,23,37
341,341,2004,Fighting,Capcom,Capcom,0.25,0.13,0.09,0.0,0.03,4,33
342,342,2011,Action,Sega,Next Level Games,0.55,0.36,0.14,0.0,0.05,51,48
343,343,2014,Puzzle,Nintendo,Nintendo EAD Tokyo,1.2000000000000002,0.56,0.36,0.19,0.09,517,78
344,344,2016,Action,Stainless Games,Stainless Games,0.02,0.01,0.01,0.0,0.0,67,28
345,345,2004,Action,BAM! Entertainment,Artificial Mind and Movement,0.11,0.07,0.03,0.0,0.01,0,9
346,346,2011,Fighting,Deep Silver,Papaya Studio,0.1,0.07,0.02,0.0,0.01,29,16
347,347,2001,Platform,TDK,Lucky Chicken,0.16,0.09,0.05,0.0,0.02,0,7
348,348,2001,Platform,Konami Digital Entertainment,Konami,0.13,0.07,0.05,0.0,0.01,29,16
349,349,2008,Fighting,Konami Digital Entertainment,Eighting,0.17,0.13,0.02,0.01,0.01,43,33
350,350,2003,Platform,Konami Digital Entertainment,KCET,0.27,0.2,0.07,0.0,0.0,265,29
351,351,2001,Platform,Konami Digital Entertainment,KCEK,0.89,0.6,0.22,0.05,0.02,166,22
352,352,2005,Action,Konami Digital Entertainment,Konami,0.54,0.27,0.17,0.05,0.05,88,30
353,353,2005,Platform,Konami Digital Entertainment,Konami,0.4799999999999999,0.37,0.04,0.03,0.04,215,52
354,354,2002,Platform,Konami Digital Entertainment,KCET,0.26,0.16,0.06,0.04,0.0,121,27
355,355,2003,Action,Konami Digital Entertainment,KCET,0.94,0.46,0.36,0.0,0.12,94,45
356,356,2010,Action,Konami Digital Entertainment,Mercury Steam,1.79,0.92,0.55,0.11,0.21,326,70
357,357,2013,Action,Konami Digital Entertainment,Mercury Steam,0.15,0.04,0.07,0.03,0.01,268,68
358,358,2014,Action,Konami Digital Entertainment,Mercury Steam,0.36,0.06,0.23,0.02,0.05,638,55
359,359,2008,Platform,Konami Digital Entertainment,Konami,0.4099999999999999,0.31,0.03,0.04,0.03,157,46
360,360,2006,Platform,Konami Digital Entertainment,Konami,0.4299999999999999,0.33,0.03,0.04,0.03,122,51
361,361,2007,Platform,Konami Digital Entertainment,Konami,0.42,0.22,0.09,0.04,0.07,121,43
362,362,2011,Adventure,Deep Silver,Atlus,1.03,0.5,0.21,0.23,0.09,548,61
363,363,2011,Platform,Nippon Ichi Software,Nicalis,0.14,0.09,0.03,0.01,0.01,74,29
364,364,2001,Racing,Electronic Arts,Pseudo Interactive,0.18,0.14,0.04,0.0,0.0,9,24
365,365,2009,Action,Kalypso Media,Boxed Dream,0.02,0.0,0.02,0.0,0.0,16,17
366,366,2004,Role-Playing,Sony,Snowblind Studios,1.28,0.63,0.49,0.0,0.16,61,51
367,367,2005,Role-Playing,Sony,Snowblind Studios,0.65,0.32,0.25,0.0,0.08,39,48
368,368,2001,Racing,THQ,Funcom,0.14,0.08,0.05,0.0,0.01,0,8
369,369,2003,Action,Capcom,Capcom,0.31,0.15,0.12,0.0,0.04,45,34
370,370,2005,Adventure,Global Star,Backbone Entertainment,0.93,0.61,0.27,0.0,0.05,10,21
371,371,2007,Adventure,Unknown,Skip Ltd.,0.19,0.0,0.0,0.19,0.0,15,14
372,372,2015,Platform,Nintendo,Skip Ltd.,0.2499999999999999,0.09,0.08,0.06,0.02,143,51
373,373,2005,Shooter,Kemco,Touchdown Entertainment,0.02,0.02,0.0,0.0,0.0,0,9
374,374,2007,Action,Zoo,Destination Software,0.54,0.49,0.02,0.0,0.03,16,9
375,375,2011,Shooter,Ubisoft,Q Entertainment,0.6699999999999999,0.37,0.22,0.0,0.08,96,81
376,376,2014,Role-Playing,Ubisoft,Ubisoft Montreal,0.16,0.0,0.08,0.06,0.02,695,46
377,377,2006,Role-Playing,Nintendo,Nex Entertainment,0.48,0.16,0.01,0.29,0.02,18,34
378,378,2006,Simulation,Sega,From Software,0.27,0.24,0.0,0.01,0.02,19,60
379,379,2009,Adventure,City Interactive,City Interactive,0.1999999999999999,0.07,0.11,0.0,0.02,0,7
380,380,2001,Strategy,Atari,Sonic Team,0.08,0.06,0.02,0.0,0.0,12,15
381,381,2011,Simulation,Paradox Interactive,Colossal Order,0.05,0.0,0.04,0.0,0.01,116,20
382,382,2015,Simulation,Paradox Interactive,Colossal Order,0.14,0.0,0.13,0.0,0.01,2356,60
383,383,2008,Role-Playing,Acquire,Zerodiv,0.15,0.06,0.0,0.08,0.01,6,12
384,384,2007,Shooter,Codemasters,Alchemic Productions,0.5200000000000001,0.45,0.03,0.0,0.04,55,46
385,385,2002,Adventure,Capcom,Capcom,0.3299999999999999,0.1,0.08,0.12,0.03,46,28
386,386,2005,Shooter,Take-Two Interactive,Destineer,0.19,0.14,0.04,0.0,0.01,0,46
387,387,2009,Platform,Ubisoft,Ubisoft Shanghai,0.6300000000000001,0.54,0.03,0.0,0.06,11,12
388,388,2006,Misc,Nintendo,Agenda,3.5,0.59,1.83,0.73,0.35,16,30
389,389,2007,Action,Game Factory,The Game Factory,0.13,0.1,0.02,0.0,0.01,9,15
390,390,2015,Strategy,Nintendo,Intelligent Systems,0.22,0.14,0.05,0.01,0.02,145,69
391,391,2005,Shooter,Konami Digital Entertainment,Konami,0.75,0.28,0.29,0.0,0.18,17,42
392,392,2005,Platform,Global Star,High Voltage Software,0.16,0.1,0.05,0.0,0.01,16,9
393,393,2005,Action,Ubisoft,Darkworks,0.17,0.11,0.05,0.0,0.01,18,41
394,394,2005,Shooter,Vivendi Games,Swordfish Studios,0.11,0.06,0.04,0.0,0.01,25,41
395,395,2003,Racing,Codemasters,Codemasters,1.05,0.09,0.74,0.01,0.21,11,33
396,396,2004,Racing,Codemasters,Codemasters,0.06,0.04,0.02,0.0,0.0,6,35
397,397,2002,Racing,Codemasters,Codemasters,1.4400000000000002,0.06,1.06,0.02,0.3,34,25
398,398,2005,Shooter,Unknown,BattleBorne,0.09,0.05,0.03,0.0,0.01,4,12
399,399,2011,Strategy,Ubisoft,Ubisoft,0.39,0.25,0.06,0.05,0.03,11,18
400,400,2008,Strategy,Electronic Arts,EA LA,0.2499999999999999,0.16,0.0699999999999999,0.0,0.02,151,44
401,401,2007,Strategy,Electronic Arts,EA LA,0.4999999999999999,0.35,0.11,0.0,0.04,385,47
402,402,2010,Strategy,Electronic Arts,EA LA,0.01,0.0,0.01,0.0,0.0,289,71
403,403,2008,Strategy,Electronic Arts,EA LA,1.13,0.19,0.87,0.0,0.07,470,55
404,404,2006,Strategy,Electronic Arts,Various,0.02,0.01,0.01,0.0,0.0,22,12
405,405,2003,Strategy,Eidos Interactive,Pyro Studios,0.02,0.0,0.02,0.0,0.0,95,24
406,406,2006,Strategy,THQ,Relic Entertainment,0.05,0.0,0.04,0.0,0.01,1196,55
407,407,2013,Strategy,THQ,Relic Entertainment,0.36,0.06,0.25,0.0,0.05,5886,82
408,408,2007,Strategy,THQ,Relic Entertainment,0.05,0.01,0.03,0.0,0.01,165,36
409,409,2009,Strategy,THQ,Relic Entertainment,0.04,0.0,0.03,0.0,0.01,116,42
410,410,2013,Role-Playing,Screenlife,Spike Chunsoft,0.32,0.22,0.0,0.07,0.03,108,24
411,411,2008,Action,Sega,Monolith Productions,1.03,0.55,0.35,0.0,0.13,118,76
412,412,2005,Action,Sega,Monolith Productions,0.42,0.36,0.03,0.0,0.03,173,72
413,413,2011,Shooter,Sega,High Voltage Software,0.12,0.07,0.04,0.0,0.01,69,51
414,414,2002,Shooter,Gotham Games,Pivotal Games,2.52,1.52,0.92,0.0,0.08,6,19
415,415,2005,Shooter,Eidos Interactive,Pivotal Games,0.28,0.1699999999999999,0.09,0.0,0.02,5,24
416,416,2004,Shooter,SCi,Pivotal Games,0.76,0.43,0.25,0.0,0.08,7,40
417,417,2001,Platform,THQ,Rare Ltd.,0.77,0.53,0.22,0.0,0.02,415,19
418,418,2007,Shooter,Konami Digital Entertainment,WayForward,0.31,0.28,0.0,0.01,0.02,37,38
419,419,2002,Shooter,Konami Digital Entertainment,KCET,0.5700000000000001,0.28,0.22,0.0,0.07,25,33
420,420,2006,Simulation,505 Games,Office Create,5.720000000000001,3.13,1.94,0.07,0.58,29,35
421,421,2007,Simulation,505 Games,Office Create,3.6000000000000005,1.61,1.5,0.1,0.39,16,39
422,422,2009,Simulation,505 Games,Office Create,1.75,0.83,0.66,0.08,0.18,11,20
423,423,2007,Simulation,505 Games,OfficeCreate,2.91,1.43,1.13,0.05,0.3,12,37
424,424,2008,Simulation,505 Games,Cooking Mama Limited,0.88,0.51,0.28,0.01,0.08,11,17
425,425,2009,Action,D3Publisher,Papaya Studio,0.2,0.15,0.04,0.0,0.01,13,7
426,426,2014,Adventure,Marvelous,5pb,0.25,0.11,0.03,0.06,0.05,72,19
427,427,2004,Racing,TDK,Steel Monkeys,1.85,1.03,0.63,0.0,0.19,8,15
428,428,2001,Strategy,Strategy First,GSC Game World,0.02,0.0,0.02,0.0,0.0,98,16
429,429,2003,Shooter,Microsoft,Valve Software,1.12,0.85,0.23,0.0,0.04,120,38
430,430,2004,Shooter,Vivendi Games,Valve Software,0.09,0.0,0.07,0.0,0.02,1434,9
431,431,2007,Shooter,Microsoft,Realtime Worlds,1.75,1.0,0.54,0.03,0.18,250,75
432,432,2010,Shooter,Microsoft,Ruffian Games,1.12,0.63,0.37,0.02,0.1,162,91
433,433,2004,Racing,Eidos Interactive,Climax Studios,0.31,0.18,0.1,0.0,0.03,4,25
434,434,2003,Platform,Vivendi Games,Vicarious Visions,1.36,0.63,0.66,0.0,0.07,101,21
435,435,2004,Platform,Vivendi Games,Vicarious Visions,0.64,0.46,0.17,0.0,0.01,42,23
436,436,2002,Platform,Universal Interactive,Vicarious Visions,1.73,0.95,0.7,0.0,0.08,95,18
437,437,2001,Platform,Universal Interactive,Traveller's Tales,7.25,3.12,2.98,0.24,0.91,354,22
438,438,2006,Misc,Vivendi Games,Dimps Corporation,0.09,0.07,0.01,0.0,0.01,52,14
439,439,2003,Racing,Vivendi Games,Vicarious Visions,2.99,1.51,1.25,0.0,0.23,142,24
440,440,2007,Action,Vivendi Games,Radical Entertainment,2.33,1.6800000000000002,0.33,0.0,0.32,98,25
441,441,2005,Racing,Vivendi Games,Radical Entertainment,1.08,0.64,0.3299999999999999,0.0,0.11,152,21
442,442,2008,Platform,Vivendi Games,Radical Entertainment,2.3,1.33,0.6799999999999999,0.0,0.29,65,42
443,443,2002,Racing,Sega,Hitmaker,0.21,0.14,0.04,0.02,0.01,13,33
444,444,2003,Racing,THQ,Graphic State,0.3,0.21,0.08,0.0,0.01,8,14
445,445,2007,Racing,Sega,Sega,0.46,0.1,0.22,0.02,0.12,11,25
446,446,2013,Role-Playing,Nippon Ichi Software,Imageepoch,0.1999999999999999,0.04,0.02,0.12,0.02,44,31
447,447,2003,Simulation,Microsoft,FASA Studio,0.8700000000000001,0.65,0.19,0.0,0.03,39,49
448,448,2007,Role-Playing,Square,Square Enix,3.19,1.35,0.6,0.8,0.44,598,67
449,449,2008,Role-Playing,Nippon Ichi Software,Compile Heart,0.23,0.14,0.02,0.05,0.02,30,32
450,450,2008,Puzzle,Deep Silver,Nuevo Retro Games,0.55,0.51,0.0,0.0,0.04,4,19
451,451,2007,Racing,Midway Games,Midway Studios - San Diego,0.12,0.1,0.01,0.0,0.01,15,7
452,452,2007,Shooter,Electronic Arts,Crytek,0.72,0.0,0.69,0.0,0.03,2516,56
453,453,2011,Action,Electronic Arts,Crytek,3.37,1.31,1.52,0.08,0.4599999999999999,719,72
454,454,2013,Shooter,Electronic Arts,Crytek,2.48,0.94,1.15,0.04,0.35,1652,47
455,455,2004,Adventure,Ubisoft,369 Interactive,0.12,0.09,0.03,0.0,0.0,14,19
456,456,2011,Platform,Ubisoft,AQ Interactive,0.0999999999999999,0.05,0.04,0.0,0.01,15,15
457,457,2002,Adventure,Nintendo,Saru Brunei,0.16,0.01,0.0,0.15,0.0,16,12
458,458,2006,Role-Playing,Namco Bandai Games,Jamsworks,0.16,0.12,0.0,0.03,0.01,17,33
459,459,2006,Action,Namco Bandai Games,Monkey Bar Games,0.46,0.31,0.13,0.0,0.02,4,13
460,460,2009,Adventure,Deep Silver,Sproing,0.21,0.09,0.1,0.0,0.02,17,51
461,461,2004,Role-Playing,Nintendo,Noise Inc.,0.7,0.29,0.07,0.29,0.05,25,31
462,462,2006,Fighting,Nintendo,Noise Inc.,0.16,0.02,0.02,0.12,0.0,20,22
463,463,2009,Shooter,Codemasters,Blue Omega,0.18,0.13,0.03,0.0,0.02,20,39
464,464,2011,Misc,Microsoft,Harmonix Music Systems,2.04,1.45,0.42,0.01,0.16,66,56
465,465,2012,Misc,Microsoft,Harmonix Music Systems,0.8300000000000001,0.57,0.2,0.0,0.06,55,43
466,466,2005,Simulation,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,1.15,0.95,0.04,0.0,0.16,9,27
467,467,2006,Simulation,Konami Digital Entertainment,Konami,1.04,0.87,0.03,0.0,0.14,5,25
468,468,2007,Simulation,Konami Digital Entertainment,Konami,0.79,0.64,0.03,0.02,0.1,6,10
469,469,2007,Simulation,Konami Digital Entertainment,Konami,0.32,0.3,0.0,0.0,0.02,0,26
470,470,2005,Misc,Nintendo,Konami,0.4599999999999999,0.36,0.09,0.0,0.01,19,28
471,471,2014,Misc,Nippon Ichi Software,Spike Chunsoft,0.45,0.13,0.07,0.19,0.06,392,51
472,472,2014,Action,Nippon Ichi Software,Spike Chunsoft,0.29,0.1,0.03,0.12,0.04,147,35
473,473,2013,Misc,Nippon Ichi Software,Spike Chunsoft,0.6600000000000001,0.14,0.07,0.39,0.06,430,55
474,474,2010,Action,Electronic Arts,Visceral Games,2.2,1.39,0.51,0.07,0.23,272,71
475,475,2002,Role-Playing,Sony,Level 5,0.96,0.38,0.25,0.26,0.07,182,41
476,476,2008,Shooter,D3Publisher,Digital Extremes,0.95,0.45,0.36,0.02,0.12,66,71
477,477,2011,Role-Playing,Namco Bandai Games,From Software,3.1300000000000003,1.39,0.8800000000000001,0.54,0.32,1838,66
478,478,2014,Role-Playing,Namco Bandai Games,From Software,3.06,1.29,0.93,0.49,0.35,1963,69
479,479,2016,Role-Playing,Namco Bandai Games,From Software,1.96,0.8099999999999999,0.58,0.33,0.24,5397,70
480,480,2010,Action,Capcom,Airtight Games,0.6799999999999999,0.37,0.22,0.0,0.09,51,69
481,481,2010,Action,THQ,Vigil Games,1.24,0.75,0.36,0.01,0.12,332,81
482,482,2012,Action,THQ,Vigil Games,2.27,1.02,0.94,0.01,0.3,603,63
483,483,2011,Role-Playing,Electronic Arts,Maxis,0.11,0.07,0.03,0.0,0.01,138,52
484,484,2004,Fighting,Capcom,Capcom,0.14,0.13,0.0,0.0,0.01,12,27
485,485,2006,Simulation,Ubisoft,Ascaron Entertainment,0.04,0.0,0.03,0.0,0.01,46,33
486,486,2001,Role-Playing,Electronic Arts,Delphine Software International,0.66,0.37,0.25,0.0,0.04,17,10
487,487,2010,Misc,Majesco,G1M2,0.09,0.08,0.0,0.0,0.01,0,7
488,488,2001,Sports,Acclaim Entertainment,Ltd.,2.0500000000000003,1.17,0.68,0.0,0.1999999999999999,13,21
489,489,2009,Simulation,Ubisoft,Related Designs,0.7100000000000001,0.2,0.41,0.0,0.1,89,32
490,490,2006,Role-Playing,Square,Square Enix,0.43,0.07,0.05,0.29,0.02,16,27
491,491,2006,Platform,Sony,Ready at Dawn,4.220000000000001,2.45,1.02,0.0,0.75,180,59
492,492,2011,Role-Playing,Sony,WBIE,0.7699999999999999,0.51,0.18,0.0,0.08,154,46
493,493,2008,Platform,THQ,Blue Tongue Entertainment,0.97,0.5,0.37,0.0,0.1,61,48
494,494,2011,Platform,THQ,Blue Tongue Entertainment,0.6700000000000002,0.41,0.19,0.0,0.07,32,54
495,495,2011,Action,Deep Silver,Techland,4.9,2.68,1.53,0.15,0.54,751,75
496,496,2013,Action,Deep Silver,Techland,1.49,0.7,0.54,0.08,0.17,249,43
497,497,2004,Shooter,Atari,Human Head Studios,0.11,0.09,0.02,0.0,0.0,5,31
498,498,2001,Fighting,Microsoft,Team Ninja,1.78,1.19,0.29,0.24,0.06,61,35
499,499,2005,Fighting,Tecmo Koei,Team Ninja,0.4599999999999999,0.3,0.03,0.1,0.03,122,76
500,500,2012,Fighting,Tecmo Koei,Team Ninja,1.5,0.55,0.44,0.35,0.16,109,39
501,501,2010,Misc,Ubisoft,Team Ninja,0.18,0.07,0.02,0.07,0.02,25,34
502,502,2004,Fighting,Tecmo Koei,Team Ninja,0.5,0.3,0.1,0.08,0.02,25,64
503,503,2006,Sports,Tecmo Koei,Team Ninja,0.26,0.15,0.03,0.06,0.02,33,46
504,504,2006,Action,Capcom,Capcom,2.1,1.17,0.65,0.08,0.2,347,82
505,505,2010,Action,Capcom,Blue Castle Games,2.99,1.28,1.12,0.24,0.35,298,76
506,506,2011,Action,Capcom,Capcom Vancouver,0.6699999999999999,0.32,0.19,0.1,0.06,83,48
507,507,2013,Action,Microsoft,Capcom Vancouver,1.54,1.06,0.35,0.01,0.12,1016,69
508,508,2009,Action,Capcom,TOSE,0.29,0.15,0.07,0.05,0.02,20,30
509,509,2008,Action,Electronic Arts,Motive Studios,4.03,1.94,1.6,0.0,0.49,1709,96
510,510,2011,Shooter,Electronic Arts,Visceral Games,3.29,1.7999999999999998,1.1,0.0,0.39,1117,83
511,511,2013,Action,Electronic Arts,Visceral Games,2.18,1.1,0.81,0.0,0.27,881,68
512,512,2002,Shooter,Electronic Arts,Namco,2.24,1.32,0.72,0.0,0.2,12,39
513,513,2005,Shooter,Electronic Arts,Namco,0.31,0.18,0.1,0.0,0.03,0,35
514,514,2005,Shooter,Electronic Arts,Rebellion,0.13,0.12,0.0,0.0,0.01,30,26
515,515,2010,Shooter,Namco Bandai Games,Volatile Games,0.5,0.21,0.2,0.02,0.07,34,64
516,516,2009,Action,THQ,Rainbow Studios,0.23,0.08,0.12,0.0,0.03,26,45
517,517,2010,Action,Rising Star Games,Access Games,0.41,0.26,0.11,0.0,0.04,260,39
518,518,2013,Action,Activision,High Moon Studios,1.34,0.7,0.46,0.0,0.18,471,49
519,519,2005,Platform,Konami Digital Entertainment,Backbone Entertainment,0.18,0.17,0.0,0.0,0.01,38,40
520,520,2008,Platform,Eidos Interactive,Backbone Entertainment,0.11,0.1,0.0,0.0,0.01,7,14
521,521,2009,Shooter,Rising Star Games,Cave,0.28,0.15,0.06,0.05,0.02,33,29
522,522,2008,Sports,Konami Digital Entertainment,CAProduction,2.54,1.13,0.87,0.29,0.25,10,23
523,523,2014,Action,Tecmo Koei,Koei Tecmo Games,0.26,0.05,0.05,0.13,0.03,56,19
524,524,2003,Fighting,Electronic Arts,Aki Corp.,2.19,1.14,0.79,0.0,0.26,39,33
525,525,2004,Fighting,Electronic Arts,Aki Corp.,2.53,1.46,0.8200000000000001,0.0,0.25,150,46
526,526,2013,Shooter,Trion Worlds,Trion Worlds,1.12,0.71,0.3,0.0,0.11,665,40
527,527,2005,Shooter,NovaLogic,Climax Studios,0.7799999999999999,0.47,0.24,0.0,0.0699999999999999,7,37
528,528,2010,Shooter,SouthPeak Games,Renegade Kid,0.12,0.09,0.02,0.0,0.01,29,25
529,529,2007,Shooter,SouthPeak Games,Renegade Kid,0.17,0.15,0.01,0.0,0.01,23,48
530,530,2009,Strategy,Atari,Gas Powered Games,0.02,0.0,0.02,0.0,0.0,70,50
531,531,2013,Role-Playing,Nippon Ichi Software,Experience Inc.,0.1899999999999999,0.06,0.03,0.08,0.02,112,38
532,532,2009,Role-Playing,Namco Bandai Games,JapanStudio,1.84,0.97,0.34,0.35,0.18,4140,106
533,533,2012,Adventure,Daedalic,Daedalic Entertainment,0.16,0.0,0.13,0.0,0.03,460,33
534,534,2010,Puzzle,D3Publisher,WayForward,0.55,0.42,0.09,0.0,0.04,0,9
535,535,2014,Shooter,Activision,Bungie,12.61,6.59,4.12,0.28,1.62,5670,95
536,536,2015,Shooter,Activision,Bungie,3.84,1.97,1.3,0.06,0.51,1136,81
537,537,2005,Shooter,THQ,Black Forest Games,1.41,1.12,0.14,0.0,0.15,190,40
538,538,2006,Action,THQ,Pandemic Studios,0.49,0.4,0.02,0.0,0.07,69,39
539,539,2008,Action,THQ,Locomotive Games,0.14,0.13,0.0,0.0,0.01,10,40
540,540,2008,Action,THQ,Sandblast,0.22,0.08,0.12,0.0,0.02,34,27
541,541,2004,Racing,Sony,Studio 33,0.13,0.06,0.05,0.0,0.02,13,27
542,542,2011,Shooter,Square,Eidos Montreal,3.49,1.57,1.38,0.09,0.45,944,70
